"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"02/05/2015 19:00:00 - 02/05/2015 20:00:00","BZN|CH","Without Sequence","32.74","",""
"02/05/2015 20:00:00 - 02/05/2015 21:00:00","BZN|CH","Without Sequence","34.16","",""
"02/05/2015 21:00:00 - 02/05/2015 22:00:00","BZN|CH","Without Sequence","32.52","",""
"02/05/2015 22:00:00 - 02/05/2015 23:00:00","BZN|CH","Without Sequence","33.05","",""
"02/05/2015 23:00:00 - 03/05/2015 00:00:00","BZN|CH","Without Sequence","28.06","",""
"03/05/2015 00:00:00 - 03/05/2015 01:00:00","BZN|CH","Without Sequence","21.22","",""
"03/05/2015 01:00:00 - 03/05/2015 02:00:00","BZN|CH","Without Sequence","19.06","",""
"03/05/2015 02:00:00 - 03/05/2015 03:00:00","BZN|CH","Without Sequence","17.05","",""
"03/05/2015 03:00:00 - 03/05/2015 04:00:00","BZN|CH","Without Sequence","14.88","",""
"03/05/2015 04:00:00 - 03/05/2015 05:00:00","BZN|CH","Without Sequence","13.78","",""
"03/05/2015 05:00:00 - 03/05/2015 06:00:00","BZN|CH","Without Sequence","13.71","",""
"03/05/2015 06:00:00 - 03/05/2015 07:00:00","BZN|CH","Without Sequence","12.41","",""
"03/05/2015 07:00:00 - 03/05/2015 08:00:00","BZN|CH","Without Sequence","11.95","",""
"03/05/2015 08:00:00 - 03/05/2015 09:00:00","BZN|CH","Without Sequence","15.31","",""
"03/05/2015 09:00:00 - 03/05/2015 10:00:00","BZN|CH","Without Sequence","18.43","",""
"03/05/2015 10:00:00 - 03/05/2015 11:00:00","BZN|CH","Without Sequence","20.29","",""
"03/05/2015 11:00:00 - 03/05/2015 12:00:00","BZN|CH","Without Sequence","21.96","",""
"03/05/2015 12:00:00 - 03/05/2015 13:00:00","BZN|CH","Without Sequence","20.92","",""
"03/05/2015 13:00:00 - 03/05/2015 14:00:00","BZN|CH","Without Sequence","18.01","",""
"03/05/2015 14:00:00 - 03/05/2015 15:00:00","BZN|CH","Without Sequence","14.56","",""
"03/05/2015 15:00:00 - 03/05/2015 16:00:00","BZN|CH","Without Sequence","13.02","",""
"03/05/2015 16:00:00 - 03/05/2015 17:00:00","BZN|CH","Without Sequence","13.00","",""
"03/05/2015 17:00:00 - 03/05/2015 18:00:00","BZN|CH","Without Sequence","15.11","",""
"03/05/2015 18:00:00 - 03/05/2015 19:00:00","BZN|CH","Without Sequence","18.65","",""
"03/05/2015 19:00:00 - 03/05/2015 20:00:00","BZN|CH","Without Sequence","20.60","",""
"03/05/2015 20:00:00 - 03/05/2015 21:00:00","BZN|CH","Without Sequence","21.28","",""
"03/05/2015 21:00:00 - 03/05/2015 22:00:00","BZN|CH","Without Sequence","21.60","",""
"03/05/2015 22:00:00 - 03/05/2015 23:00:00","BZN|CH","Without Sequence","21.65","",""
"03/05/2015 23:00:00 - 04/05/2015 00:00:00","BZN|CH","Without Sequence","18.01","",""
"04/05/2015 00:00:00 - 04/05/2015 01:00:00","BZN|CH","Without Sequence","13.55","",""
"04/05/2015 01:00:00 - 04/05/2015 02:00:00","BZN|CH","Without Sequence","10.84","",""
"04/05/2015 02:00:00 - 04/05/2015 03:00:00","BZN|CH","Without Sequence","7.52","",""
"04/05/2015 03:00:00 - 04/05/2015 04:00:00","BZN|CH","Without Sequence","6.99","",""
"04/05/2015 04:00:00 - 04/05/2015 05:00:00","BZN|CH","Without Sequence","11.13","",""
"04/05/2015 05:00:00 - 04/05/2015 06:00:00","BZN|CH","Without Sequence","19.18","",""
"04/05/2015 06:00:00 - 04/05/2015 07:00:00","BZN|CH","Without Sequence","27.01","",""
"04/05/2015 07:00:00 - 04/05/2015 08:00:00","BZN|CH","Without Sequence","33.92","",""
"04/05/2015 08:00:00 - 04/05/2015 09:00:00","BZN|CH","Without Sequence","36.04","",""
"04/05/2015 09:00:00 - 04/05/2015 10:00:00","BZN|CH","Without Sequence","34.98","",""
"04/05/2015 10:00:00 - 04/05/2015 11:00:00","BZN|CH","Without Sequence","34.40","",""
"04/05/2015 11:00:00 - 04/05/2015 12:00:00","BZN|CH","Without Sequence","35.24","",""
"04/05/2015 12:00:00 - 04/05/2015 13:00:00","BZN|CH","Without Sequence","33.95","",""
"04/05/2015 13:00:00 - 04/05/2015 14:00:00","BZN|CH","Without Sequence","33.99","",""
"04/05/2015 14:00:00 - 04/05/2015 15:00:00","BZN|CH","Without Sequence","33.86","",""
"04/05/2015 15:00:00 - 04/05/2015 16:00:00","BZN|CH","Without Sequence","33.96","",""
"04/05/2015 16:00:00 - 04/05/2015 17:00:00","BZN|CH","Without Sequence","34.03","",""
"04/05/2015 17:00:00 - 04/05/2015 18:00:00","BZN|CH","Without Sequence","33.94","",""
"04/05/2015 18:00:00 - 04/05/2015 19:00:00","BZN|CH","Without Sequence","37.92","",""
"04/05/2015 19:00:00 - 04/05/2015 20:00:00","BZN|CH","Without Sequence","39.94","",""
"04/05/2015 20:00:00 - 04/05/2015 21:00:00","BZN|CH","Without Sequence","37.32","",""
"04/05/2015 21:00:00 - 04/05/2015 22:00:00","BZN|CH","Without Sequence","37.52","",""
"04/05/2015 22:00:00 - 04/05/2015 23:00:00","BZN|CH","Without Sequence","36.20","",""
"04/05/2015 23:00:00 - 05/05/2015 00:00:00","BZN|CH","Without Sequence","31.19","",""
"05/05/2015 00:00:00 - 05/05/2015 01:00:00","BZN|CH","Without Sequence","24.03","",""
"05/05/2015 01:00:00 - 05/05/2015 02:00:00","BZN|CH","Without Sequence","20.91","",""
"05/05/2015 02:00:00 - 05/05/2015 03:00:00","BZN|CH","Without Sequence","17.97","",""
"05/05/2015 03:00:00 - 05/05/2015 04:00:00","BZN|CH","Without Sequence","16.24","",""
"05/05/2015 04:00:00 - 05/05/2015 05:00:00","BZN|CH","Without Sequence","16.03","",""
"05/05/2015 05:00:00 - 05/05/2015 06:00:00","BZN|CH","Without Sequence","20.41","",""
"05/05/2015 06:00:00 - 05/05/2015 07:00:00","BZN|CH","Without Sequence","26.95","",""
"05/05/2015 07:00:00 - 05/05/2015 08:00:00","BZN|CH","Without Sequence","32.93","",""
"05/05/2015 08:00:00 - 05/05/2015 09:00:00","BZN|CH","Without Sequence","33.97","",""
"05/05/2015 09:00:00 - 05/05/2015 10:00:00","BZN|CH","Without Sequence","33.63","",""
"05/05/2015 10:00:00 - 05/05/2015 11:00:00","BZN|CH","Without Sequence","31.77","",""
"05/05/2015 11:00:00 - 05/05/2015 12:00:00","BZN|CH","Without Sequence","33.53","",""
"05/05/2015 12:00:00 - 05/05/2015 13:00:00","BZN|CH","Without Sequence","30.66","",""
"05/05/2015 13:00:00 - 05/05/2015 14:00:00","BZN|CH","Without Sequence","29.95","",""
"05/05/2015 14:00:00 - 05/05/2015 15:00:00","BZN|CH","Without Sequence","29.51","",""
"05/05/2015 15:00:00 - 05/05/2015 16:00:00","BZN|CH","Without Sequence","27.09","",""
"05/05/2015 16:00:00 - 05/05/2015 17:00:00","BZN|CH","Without Sequence","26.14","",""
"05/05/2015 17:00:00 - 05/05/2015 18:00:00","BZN|CH","Without Sequence","26.54","",""
"05/05/2015 18:00:00 - 05/05/2015 19:00:00","BZN|CH","Without Sequence","29.83","",""
"05/05/2015 19:00:00 - 05/05/2015 20:00:00","BZN|CH","Without Sequence","32.40","",""
"05/05/2015 20:00:00 - 05/05/2015 21:00:00","BZN|CH","Without Sequence","30.98","",""
"05/05/2015 21:00:00 - 05/05/2015 22:00:00","BZN|CH","Without Sequence","31.23","",""
"05/05/2015 22:00:00 - 05/05/2015 23:00:00","BZN|CH","Without Sequence","28.79","",""
"05/05/2015 23:00:00 - 06/05/2015 00:00:00","BZN|CH","Without Sequence","23.31","",""
"06/05/2015 00:00:00 - 06/05/2015 01:00:00","BZN|CH","Without Sequence","22.92","",""
"06/05/2015 01:00:00 - 06/05/2015 02:00:00","BZN|CH","Without Sequence","21.08","",""
"06/05/2015 02:00:00 - 06/05/2015 03:00:00","BZN|CH","Without Sequence","19.82","",""
"06/05/2015 03:00:00 - 06/05/2015 04:00:00","BZN|CH","Without Sequence","17.97","",""
"06/05/2015 04:00:00 - 06/05/2015 05:00:00","BZN|CH","Without Sequence","18.14","",""
"06/05/2015 05:00:00 - 06/05/2015 06:00:00","BZN|CH","Without Sequence","21.51","",""
"06/05/2015 06:00:00 - 06/05/2015 07:00:00","BZN|CH","Without Sequence","29.05","",""
"06/05/2015 07:00:00 - 06/05/2015 08:00:00","BZN|CH","Without Sequence","37.33","",""
"06/05/2015 08:00:00 - 06/05/2015 09:00:00","BZN|CH","Without Sequence","39.50","",""
"06/05/2015 09:00:00 - 06/05/2015 10:00:00","BZN|CH","Without Sequence","36.02","",""
"06/05/2015 10:00:00 - 06/05/2015 11:00:00","BZN|CH","Without Sequence","32.70","",""
"06/05/2015 11:00:00 - 06/05/2015 12:00:00","BZN|CH","Without Sequence","31.61","",""
"06/05/2015 12:00:00 - 06/05/2015 13:00:00","BZN|CH","Without Sequence","27.62","",""
"06/05/2015 13:00:00 - 06/05/2015 14:00:00","BZN|CH","Without Sequence","24.56","",""
"06/05/2015 14:00:00 - 06/05/2015 15:00:00","BZN|CH","Without Sequence","22.51","",""
"06/05/2015 15:00:00 - 06/05/2015 16:00:00","BZN|CH","Without Sequence","22.91","",""
"06/05/2015 16:00:00 - 06/05/2015 17:00:00","BZN|CH","Without Sequence","22.74","",""
"06/05/2015 17:00:00 - 06/05/2015 18:00:00","BZN|CH","Without Sequence","25.24","",""
"06/05/2015 18:00:00 - 06/05/2015 19:00:00","BZN|CH","Without Sequence","30.19","",""
"06/05/2015 19:00:00 - 06/05/2015 20:00:00","BZN|CH","Without Sequence","34.08","",""
"06/05/2015 20:00:00 - 06/05/2015 21:00:00","BZN|CH","Without Sequence","34.37","",""
"06/05/2015 21:00:00 - 06/05/2015 22:00:00","BZN|CH","Without Sequence","33.99","",""
"06/05/2015 22:00:00 - 06/05/2015 23:00:00","BZN|CH","Without Sequence","31.37","",""
"06/05/2015 23:00:00 - 07/05/2015 00:00:00","BZN|CH","Without Sequence","22.96","",""
"07/05/2015 00:00:00 - 07/05/2015 01:00:00","BZN|CH","Without Sequence","20.03","",""
"07/05/2015 01:00:00 - 07/05/2015 02:00:00","BZN|CH","Without Sequence","16.51","",""
"07/05/2015 02:00:00 - 07/05/2015 03:00:00","BZN|CH","Without Sequence","12.57","",""
"07/05/2015 03:00:00 - 07/05/2015 04:00:00","BZN|CH","Without Sequence","10.89","",""
"07/05/2015 04:00:00 - 07/05/2015 05:00:00","BZN|CH","Without Sequence","11.72","",""
"07/05/2015 05:00:00 - 07/05/2015 06:00:00","BZN|CH","Without Sequence","16.93","",""
"07/05/2015 06:00:00 - 07/05/2015 07:00:00","BZN|CH","Without Sequence","26.04","",""
"07/05/2015 07:00:00 - 07/05/2015 08:00:00","BZN|CH","Without Sequence","32.69","",""
"07/05/2015 08:00:00 - 07/05/2015 09:00:00","BZN|CH","Without Sequence","31.53","",""
"07/05/2015 09:00:00 - 07/05/2015 10:00:00","BZN|CH","Without Sequence","29.76","",""
"07/05/2015 10:00:00 - 07/05/2015 11:00:00","BZN|CH","Without Sequence","26.04","",""
"07/05/2015 11:00:00 - 07/05/2015 12:00:00","BZN|CH","Without Sequence","25.81","",""
"07/05/2015 12:00:00 - 07/05/2015 13:00:00","BZN|CH","Without Sequence","22.97","",""
"07/05/2015 13:00:00 - 07/05/2015 14:00:00","BZN|CH","Without Sequence","21.26","",""
"07/05/2015 14:00:00 - 07/05/2015 15:00:00","BZN|CH","Without Sequence","21.08","",""
"07/05/2015 15:00:00 - 07/05/2015 16:00:00","BZN|CH","Without Sequence","21.54","",""
"07/05/2015 16:00:00 - 07/05/2015 17:00:00","BZN|CH","Without Sequence","23.03","",""
"07/05/2015 17:00:00 - 07/05/2015 18:00:00","BZN|CH","Without Sequence","29.51","",""
"07/05/2015 18:00:00 - 07/05/2015 19:00:00","BZN|CH","Without Sequence","36.41","",""
"07/05/2015 19:00:00 - 07/05/2015 20:00:00","BZN|CH","Without Sequence","39.77","",""
"07/05/2015 20:00:00 - 07/05/2015 21:00:00","BZN|CH","Without Sequence","39.22","",""
"07/05/2015 21:00:00 - 07/05/2015 22:00:00","BZN|CH","Without Sequence","39.22","",""
"07/05/2015 22:00:00 - 07/05/2015 23:00:00","BZN|CH","Without Sequence","38.47","",""
"07/05/2015 23:00:00 - 08/05/2015 00:00:00","BZN|CH","Without Sequence","31.54","",""
"08/05/2015 00:00:00 - 08/05/2015 01:00:00","BZN|CH","Without Sequence","28.67","",""
"08/05/2015 01:00:00 - 08/05/2015 02:00:00","BZN|CH","Without Sequence","26.31","",""
"08/05/2015 02:00:00 - 08/05/2015 03:00:00","BZN|CH","Without Sequence","24.38","",""
"08/05/2015 03:00:00 - 08/05/2015 04:00:00","BZN|CH","Without Sequence","22.96","",""
"08/05/2015 04:00:00 - 08/05/2015 05:00:00","BZN|CH","Without Sequence","23.56","",""
"08/05/2015 05:00:00 - 08/05/2015 06:00:00","BZN|CH","Without Sequence","26.54","",""
"08/05/2015 06:00:00 - 08/05/2015 07:00:00","BZN|CH","Without Sequence","33.94","",""
"08/05/2015 07:00:00 - 08/05/2015 08:00:00","BZN|CH","Without Sequence","40.17","",""
"08/05/2015 08:00:00 - 08/05/2015 09:00:00","BZN|CH","Without Sequence","39.46","",""
"08/05/2015 09:00:00 - 08/05/2015 10:00:00","BZN|CH","Without Sequence","37.07","",""
"08/05/2015 10:00:00 - 08/05/2015 11:00:00","BZN|CH","Without Sequence","33.59","",""
"08/05/2015 11:00:00 - 08/05/2015 12:00:00","BZN|CH","Without Sequence","32.58","",""
"08/05/2015 12:00:00 - 08/05/2015 13:00:00","BZN|CH","Without Sequence","31.09","",""
"08/05/2015 13:00:00 - 08/05/2015 14:00:00","BZN|CH","Without Sequence","29.28","",""
"08/05/2015 14:00:00 - 08/05/2015 15:00:00","BZN|CH","Without Sequence","27.98","",""
"08/05/2015 15:00:00 - 08/05/2015 16:00:00","BZN|CH","Without Sequence","27.70","",""
"08/05/2015 16:00:00 - 08/05/2015 17:00:00","BZN|CH","Without Sequence","27.56","",""
"08/05/2015 17:00:00 - 08/05/2015 18:00:00","BZN|CH","Without Sequence","30.36","",""
"08/05/2015 18:00:00 - 08/05/2015 19:00:00","BZN|CH","Without Sequence","32.86","",""
"08/05/2015 19:00:00 - 08/05/2015 20:00:00","BZN|CH","Without Sequence","33.84","",""
"08/05/2015 20:00:00 - 08/05/2015 21:00:00","BZN|CH","Without Sequence","35.00","",""
"08/05/2015 21:00:00 - 08/05/2015 22:00:00","BZN|CH","Without Sequence","34.45","",""
"08/05/2015 22:00:00 - 08/05/2015 23:00:00","BZN|CH","Without Sequence","32.87","",""
"08/05/2015 23:00:00 - 09/05/2015 00:00:00","BZN|CH","Without Sequence","29.60","",""
"09/05/2015 00:00:00 - 09/05/2015 01:00:00","BZN|CH","Without Sequence","22.91","",""
"09/05/2015 01:00:00 - 09/05/2015 02:00:00","BZN|CH","Without Sequence","21.30","",""
"09/05/2015 02:00:00 - 09/05/2015 03:00:00","BZN|CH","Without Sequence","18.90","",""
"09/05/2015 03:00:00 - 09/05/2015 04:00:00","BZN|CH","Without Sequence","16.63","",""
"09/05/2015 04:00:00 - 09/05/2015 05:00:00","BZN|CH","Without Sequence","15.81","",""
"09/05/2015 05:00:00 - 09/05/2015 06:00:00","BZN|CH","Without Sequence","16.08","",""
"09/05/2015 06:00:00 - 09/05/2015 07:00:00","BZN|CH","Without Sequence","17.02","",""
"09/05/2015 07:00:00 - 09/05/2015 08:00:00","BZN|CH","Without Sequence","19.07","",""
"09/05/2015 08:00:00 - 09/05/2015 09:00:00","BZN|CH","Without Sequence","20.75","",""
"09/05/2015 09:00:00 - 09/05/2015 10:00:00","BZN|CH","Without Sequence","21.62","",""
"09/05/2015 10:00:00 - 09/05/2015 11:00:00","BZN|CH","Without Sequence","19.74","",""
"09/05/2015 11:00:00 - 09/05/2015 12:00:00","BZN|CH","Without Sequence","19.25","",""
"09/05/2015 12:00:00 - 09/05/2015 13:00:00","BZN|CH","Without Sequence","16.05","",""
"09/05/2015 13:00:00 - 09/05/2015 14:00:00","BZN|CH","Without Sequence","13.38","",""
"09/05/2015 14:00:00 - 09/05/2015 15:00:00","BZN|CH","Without Sequence","9.47","",""
"09/05/2015 15:00:00 - 09/05/2015 16:00:00","BZN|CH","Without Sequence","8.96","",""
"09/05/2015 16:00:00 - 09/05/2015 17:00:00","BZN|CH","Without Sequence","9.09","",""
"09/05/2015 17:00:00 - 09/05/2015 18:00:00","BZN|CH","Without Sequence","12.03","",""
"09/05/2015 18:00:00 - 09/05/2015 19:00:00","BZN|CH","Without Sequence","18.03","",""
"09/05/2015 19:00:00 - 09/05/2015 20:00:00","BZN|CH","Without Sequence","20.08","",""
"09/05/2015 20:00:00 - 09/05/2015 21:00:00","BZN|CH","Without Sequence","20.53","",""
"09/05/2015 21:00:00 - 09/05/2015 22:00:00","BZN|CH","Without Sequence","20.69","",""
"09/05/2015 22:00:00 - 09/05/2015 23:00:00","BZN|CH","Without Sequence","21.00","",""
"09/05/2015 23:00:00 - 10/05/2015 00:00:00","BZN|CH","Without Sequence","17.77","",""
"10/05/2015 00:00:00 - 10/05/2015 01:00:00","BZN|CH","Without Sequence","15.04","",""
"10/05/2015 01:00:00 - 10/05/2015 02:00:00","BZN|CH","Without Sequence","10.85","",""
"10/05/2015 02:00:00 - 10/05/2015 03:00:00","BZN|CH","Without Sequence","5.96","",""
"10/05/2015 03:00:00 - 10/05/2015 04:00:00","BZN|CH","Without Sequence","8.83","",""
"10/05/2015 04:00:00 - 10/05/2015 05:00:00","BZN|CH","Without Sequence","6.26","",""
"10/05/2015 05:00:00 - 10/05/2015 06:00:00","BZN|CH","Without Sequence","2.07","",""
"10/05/2015 06:00:00 - 10/05/2015 07:00:00","BZN|CH","Without Sequence","0.24","",""
"10/05/2015 07:00:00 - 10/05/2015 08:00:00","BZN|CH","Without Sequence","0.96","",""
"10/05/2015 08:00:00 - 10/05/2015 09:00:00","BZN|CH","Without Sequence","0.96","",""
"10/05/2015 09:00:00 - 10/05/2015 10:00:00","BZN|CH","Without Sequence","2.00","",""
"10/05/2015 10:00:00 - 10/05/2015 11:00:00","BZN|CH","Without Sequence","3.62","",""
"10/05/2015 11:00:00 - 10/05/2015 12:00:00","BZN|CH","Without Sequence","0.09","",""
"10/05/2015 12:00:00 - 10/05/2015 13:00:00","BZN|CH","Without Sequence","-1.99","",""
"10/05/2015 13:00:00 - 10/05/2015 14:00:00","BZN|CH","Without Sequence","-6.53","",""
"10/05/2015 14:00:00 - 10/05/2015 15:00:00","BZN|CH","Without Sequence","-11.62","",""
"10/05/2015 15:00:00 - 10/05/2015 16:00:00","BZN|CH","Without Sequence","-11.66","",""
"10/05/2015 16:00:00 - 10/05/2015 17:00:00","BZN|CH","Without Sequence","-1.88","",""
"10/05/2015 17:00:00 - 10/05/2015 18:00:00","BZN|CH","Without Sequence","13.86","",""
"10/05/2015 18:00:00 - 10/05/2015 19:00:00","BZN|CH","Without Sequence","17.01","",""
"10/05/2015 19:00:00 - 10/05/2015 20:00:00","BZN|CH","Without Sequence","21.29","",""
"10/05/2015 20:00:00 - 10/05/2015 21:00:00","BZN|CH","Without Sequence","28.79","",""
"10/05/2015 21:00:00 - 10/05/2015 22:00:00","BZN|CH","Without Sequence","29.09","",""
"10/05/2015 22:00:00 - 10/05/2015 23:00:00","BZN|CH","Without Sequence","28.75","",""
"10/05/2015 23:00:00 - 11/05/2015 00:00:00","BZN|CH","Without Sequence","23.96","",""
"11/05/2015 00:00:00 - 11/05/2015 01:00:00","BZN|CH","Without Sequence","22.96","",""
"11/05/2015 01:00:00 - 11/05/2015 02:00:00","BZN|CH","Without Sequence","20.04","",""
"11/05/2015 02:00:00 - 11/05/2015 03:00:00","BZN|CH","Without Sequence","20.02","",""
"11/05/2015 03:00:00 - 11/05/2015 04:00:00","BZN|CH","Without Sequence","17.74","",""
"11/05/2015 04:00:00 - 11/05/2015 05:00:00","BZN|CH","Without Sequence","18.39","",""
"11/05/2015 05:00:00 - 11/05/2015 06:00:00","BZN|CH","Without Sequence","21.88","",""
"11/05/2015 06:00:00 - 11/05/2015 07:00:00","BZN|CH","Without Sequence","30.25","",""
"11/05/2015 07:00:00 - 11/05/2015 08:00:00","BZN|CH","Without Sequence","38.26","",""
"11/05/2015 08:00:00 - 11/05/2015 09:00:00","BZN|CH","Without Sequence","39.60","",""
"11/05/2015 09:00:00 - 11/05/2015 10:00:00","BZN|CH","Without Sequence","36.47","",""
"11/05/2015 10:00:00 - 11/05/2015 11:00:00","BZN|CH","Without Sequence","34.23","",""
"11/05/2015 11:00:00 - 11/05/2015 12:00:00","BZN|CH","Without Sequence","34.58","",""
"11/05/2015 12:00:00 - 11/05/2015 13:00:00","BZN|CH","Without Sequence","32.20","",""
"11/05/2015 13:00:00 - 11/05/2015 14:00:00","BZN|CH","Without Sequence","30.05","",""
"11/05/2015 14:00:00 - 11/05/2015 15:00:00","BZN|CH","Without Sequence","29.05","",""
"11/05/2015 15:00:00 - 11/05/2015 16:00:00","BZN|CH","Without Sequence","28.87","",""
"11/05/2015 16:00:00 - 11/05/2015 17:00:00","BZN|CH","Without Sequence","29.19","",""
"11/05/2015 17:00:00 - 11/05/2015 18:00:00","BZN|CH","Without Sequence","32.13","",""
"11/05/2015 18:00:00 - 11/05/2015 19:00:00","BZN|CH","Without Sequence","35.75","",""
"11/05/2015 19:00:00 - 11/05/2015 20:00:00","BZN|CH","Without Sequence","39.47","",""
"11/05/2015 20:00:00 - 11/05/2015 21:00:00","BZN|CH","Without Sequence","38.65","",""
"11/05/2015 21:00:00 - 11/05/2015 22:00:00","BZN|CH","Without Sequence","37.01","",""
"11/05/2015 22:00:00 - 11/05/2015 23:00:00","BZN|CH","Without Sequence","35.24","",""
"11/05/2015 23:00:00 - 12/05/2015 00:00:00","BZN|CH","Without Sequence","28.90","",""
"12/05/2015 00:00:00 - 12/05/2015 01:00:00","BZN|CH","Without Sequence","22.74","",""
"12/05/2015 01:00:00 - 12/05/2015 02:00:00","BZN|CH","Without Sequence","20.16","",""
"12/05/2015 02:00:00 - 12/05/2015 03:00:00","BZN|CH","Without Sequence","17.84","",""
"12/05/2015 03:00:00 - 12/05/2015 04:00:00","BZN|CH","Without Sequence","17.07","",""
"12/05/2015 04:00:00 - 12/05/2015 05:00:00","BZN|CH","Without Sequence","17.17","",""
"12/05/2015 05:00:00 - 12/05/2015 06:00:00","BZN|CH","Without Sequence","20.53","",""
"12/05/2015 06:00:00 - 12/05/2015 07:00:00","BZN|CH","Without Sequence","28.07","",""
"12/05/2015 07:00:00 - 12/05/2015 08:00:00","BZN|CH","Without Sequence","34.42","",""
"12/05/2015 08:00:00 - 12/05/2015 09:00:00","BZN|CH","Without Sequence","36.90","",""
"12/05/2015 09:00:00 - 12/05/2015 10:00:00","BZN|CH","Without Sequence","34.42","",""
"12/05/2015 10:00:00 - 12/05/2015 11:00:00","BZN|CH","Without Sequence","32.58","",""
"12/05/2015 11:00:00 - 12/05/2015 12:00:00","BZN|CH","Without Sequence","31.50","",""
"12/05/2015 12:00:00 - 12/05/2015 13:00:00","BZN|CH","Without Sequence","28.82","",""
"12/05/2015 13:00:00 - 12/05/2015 14:00:00","BZN|CH","Without Sequence","26.56","",""
"12/05/2015 14:00:00 - 12/05/2015 15:00:00","BZN|CH","Without Sequence","26.07","",""
"12/05/2015 15:00:00 - 12/05/2015 16:00:00","BZN|CH","Without Sequence","25.93","",""
"12/05/2015 16:00:00 - 12/05/2015 17:00:00","BZN|CH","Without Sequence","25.60","",""
"12/05/2015 17:00:00 - 12/05/2015 18:00:00","BZN|CH","Without Sequence","27.12","",""
"12/05/2015 18:00:00 - 12/05/2015 19:00:00","BZN|CH","Without Sequence","29.42","",""
"12/05/2015 19:00:00 - 12/05/2015 20:00:00","BZN|CH","Without Sequence","31.03","",""
"12/05/2015 20:00:00 - 12/05/2015 21:00:00","BZN|CH","Without Sequence","28.00","",""
"12/05/2015 21:00:00 - 12/05/2015 22:00:00","BZN|CH","Without Sequence","29.49","",""
"12/05/2015 22:00:00 - 12/05/2015 23:00:00","BZN|CH","Without Sequence","28.09","",""
"12/05/2015 23:00:00 - 13/05/2015 00:00:00","BZN|CH","Without Sequence","23.74","",""
"13/05/2015 00:00:00 - 13/05/2015 01:00:00","BZN|CH","Without Sequence","19.91","",""
